descreveExamePK,dataPK,hospitalPK,idadePK,quantidadeExames
75624,20190113,159,62,7
75625,20190114,160,60,8
75626,20190115,161,59,4
75627,20190116,162,58,4
75628,20190117,163,57,8
75629,20190118,164,57,2
75630,20190119,165,56,5
75631,20190120,166,55,2
75632,20190121,167,54,2
75633,20190122,168,53,8
75634,20190123,169,52,3
75635,20190124,170,51,9
75636,20190125,171,50,1
75637,20190126,172,48,3
75638,20190127,173,47,7
75639,20190128,174,46,8
75640,20190129,175,45,6
75641,20190130,176,45,5
75642,20190131,177,44,6
75643,20190201,178,43,9
75644,20190202,179,42,6
75645,20190203,180,41,8
75646,20190204,181,40,10
75647,20190205,182,39,6
75648,20190206,183,38,9
75649,20190207,184,36,7
75650,20190208,185,35,1
75651,20190209,186,34,4
75652,20190210,187,33,7
75653,20190211,188,33,4
75654,20190212,189,32,6
75655,20190213,190,31,8
75656,20190214,191,30,10
75657,20190215,192,29,3
75658,20190216,193,28,5
75659,20190217,194,27,1
75660,20190218,195,26,6
75661,20190219,196,24,1
75662,20190220,197,23,7
75663,20190221,198,22,10
75664,20190222,199,21,8
75665,20190223,200,21,6
75666,20190224,201,20,10
75667,20190225,202,19,7
75668,20190226,203,18,9
75669,20190227,204,17,6
75670,20190228,205,16,7
75671,20190301,206,15,7
75672,20190302,207,13,1
75673,20190303,208,12,9
75674,20190304,209,11,1
75675,20190305,210,10,6
75676,20190306,211,9,5
75677,20190307,212,9,10
75678,20190308,213,8,7
75679,20190309,214,7,8
75680,20190310,215,6,2
75681,20190311,216,5,8
75682,20190312,217,4,1
75683,20190313,218,3,1
75684,20190314,219,2,8
75685,20190315,220,0,10
75686,20190316,221,0,5
75687,20190317,222,119,5
75688,20190318,223,118,10
75689,20190319,224,118,1
75690,20190320,225,117,7
75691,20190321,226,116,7
75692,20190322,227,115,2
75693,20190323,228,114,6
75694,20190324,229,113,5
75695,20190325,230,112,5
75696,20190326,231,111,2
75697,20190327,232,109,9
75698,20190328,233,108,7
75699,20190329,234,107,7
75700,20190330,235,106,9
75701,20190331,236,106,9
75702,20190401,237,105,7
75703,20190402,238,104,10
75704,20190403,239,103,2
75705,20190404,240,102,4
75706,20190405,241,101,3
75707,20190406,242,100,8
75708,20190407,243,99,4
75709,20190408,244,97,3
75710,20190409,245,96,5
75711,20190410,246,95,1
75712,20190411,247,94,5
75713,20190412,248,94,10
75714,20190413,249,93,5
75715,20190414,250,92,8
75716,20190415,251,91,2
75717,20190416,252,90,3
75718,20190417,253,89,1
75719,20190418,254,88,6
75720,20190419,255,87,3
75721,20190420,256,85,9
75722,20190421,257,84,8
75723,20190422,258,83,7
75724,20190423,259,82,2
75725,20190424,260,82,8
75726,20190425,261,81,6
75727,20190426,262,80,3
75728,20190427,263,79,5
75729,20190428,264,78,4
75730,20190429,265,77,4
75731,20190430,266,76,2
75732,20190501,267,74,2
75733,20190502,268,73,10
75734,20190503,269,72,6
75735,20190504,270,71,2
75736,20190505,271,70,7
75737,20190506,272,70,10
75738,20190507,273,69,10
75739,20190508,274,68,5
75740,20190509,275,67,2
75741,20190510,276,66,5
75742,20190511,277,65,10
75743,20190512,278,64,2
75744,20190513,279,63,5
75745,20190514,280,61,8
75746,20190515,281,60,3
75747,20190516,282,59,7
75748,20190517,283,58,2
75749,20190518,284,58,9
75750,20190519,285,57,9
75751,20190520,286,56,7
75752,20190521,287,55,2
75753,20190522,288,54,5
75754,20190523,289,53,6
75755,20190524,290,52,2
75756,20190525,291,51,10
75757,20190526,292,49,2
75758,20190527,293,48,9
75759,20190528,294,47,4
75760,20190529,295,46,5
75761,20190530,296,46,5
75762,20190531,297,45,4
75763,20190601,298,44,8
75764,20190602,299,43,3
75765,20190603,300,42,3
75766,20190604,301,41,4
75767,20190605,302,40,8
75768,20190606,303,39,1
75769,20190607,304,37,5
75770,20190608,305,36,7
75771,20190609,306,35,6
75772,20190610,307,34,4
75773,20190611,308,34,5
75774,20190612,309,33,2
75775,20190613,310,32,1
75776,20190614,311,31,1
75777,20190615,312,30,3
75778,20190616,313,29,5
75779,20190617,314,28,1
75780,20190618,315,27,6
75781,20190619,316,25,10
75782,20190620,317,24,2
75783,20190621,318,23,4
75784,20190622,319,22,3
75785,20190623,320,22,9
75786,20190624,321,21,6
75787,20190625,322,20,4
75788,20190626,323,19,3
75789,20190627,324,18,3
75790,20190628,325,17,9
75791,20190629,326,16,1
75792,20190630,327,14,4
75793,20190701,328,13,5
75794,20190702,329,12,2
75795,20190703,330,11,6
75796,20190704,331,10,3
75797,20190705,332,10,8
75798,20190706,333,9,7
75799,20190707,334,8,4
75800,20190708,335,7,7
75801,20190709,336,6,10
75802,20190710,337,5,10
75803,20190711,338,4,6
75804,20190712,339,3,7
75805,20190713,340,1,5
75806,20190714,341,0,10
75807,20190715,342,0,2
75808,20190716,343,119,8
75809,20190717,344,119,7
75810,20190718,345,118,5
75811,20190719,346,117,10
75812,20190720,347,116,4
75813,20190721,348,115,5
75814,20190722,349,114,7
75815,20190723,350,113,10
75816,20190724,351,112,8
75817,20190725,352,110,7
75818,20190726,353,109,5
75819,20190727,354,108,9
75820,20190728,355,107,6
75821,20190729,356,107,4
75822,20190730,357,106,7
75823,20190731,358,105,1
75824,20190801,359,104,7
75825,20190802,360,103,6
75826,20190803,361,102,2
75827,20190804,362,101,1
75828,20190805,363,100,8
75829,20190806,364,98,1
75830,20190807,365,97,3
75831,20190808,366,96,8
75832,20190809,367,95,3
75833,20190810,368,95,2
75834,20190811,369,94,9
75835,20190812,370,93,6
75836,20190813,371,92,2
75837,20190814,372,91,2
75838,20190815,373,90,2
75839,20190816,374,89,5
75840,20190817,375,88,4
75841,20190818,376,86,9
75842,20190819,377,85,10
75843,20190820,378,84,8
75844,20190821,379,83,4
75845,20190822,380,83,1
75846,20190823,381,82,3
75847,20190824,382,81,8
75848,20190825,383,80,3
75849,20190826,384,79,1
75850,20190827,385,78,1
75851,20190828,386,77,5
75852,20190829,387,75,7
75853,20190830,388,74,6
75854,20190831,389,73,8
75855,20190901,390,72,10
75856,20190902,391,71,3
75857,20190903,392,71,2
75858,20190904,393,70,6
75859,20190905,394,69,2
75860,20190906,395,68,3
75861,20190907,396,67,4
75862,20190908,397,66,6
75863,20190909,398,65,3
75864,20190910,399,64,4
75865,20190911,400,62,5
75866,20190912,401,61,2
75867,20190913,402,60,7
75868,20190914,403,59,10
75869,20190915,404,59,9
75870,20190916,405,58,7
75871,20190917,406,57,9
75872,20190918,407,56,8
75873,20190919,408,55,2
75874,20190920,409,54,9
75875,20190921,410,53,6
75876,20190922,411,52,9
75877,20190923,412,50,2
75878,20190924,413,49,8
75879,20190925,414,48,9
75880,20190926,415,47,2
75881,20190927,416,47,8
75882,20190928,417,46,8
75883,20190929,418,45,10
75884,20190930,419,44,4
75885,20191001,420,43,3
75886,20191002,421,42,2
75887,20191003,422,41,6
75888,20191004,423,40,4
75889,20191005,424,38,2
75890,20191006,425,37,9
75891,20191007,426,36,7
75892,20191008,427,35,10
75893,20191009,428,35,3
75894,20191010,429,34,5
75895,20191011,430,33,2
75896,20191012,431,32,4
75897,20191013,432,31,1
75898,20191014,433,30,6
75899,20191015,434,29,1
75900,20191016,435,28,9
75901,20191017,436,26,5
75902,20191018,437,25,5
75903,20191019,438,24,2
75904,20191020,439,23,1
75905,20191021,440,23,6
75906,20191022,441,22,8
75907,20191023,442,21,1
75908,20191024,443,20,4
75909,20191025,444,19,6
75910,20191026,445,18,7
75911,20191027,446,17,5
75912,20191028,447,15,6
75913,20191029,448,14,10
75914,20191030,449,13,2
75915,20191031,450,12,10
75916,20191101,451,11,2
75917,20191102,452,11,10
75918,20191103,453,10,3
75919,20191104,454,9,6
75920,20191105,455,8,10
75921,20191106,456,7,4
75922,20191107,457,6,9
75923,20191108,458,5,8
75924,20191109,459,4,7
75925,20191110,460,2,2
75926,20191111,461,1,8
75927,20191112,462,0,4
75928,20191113,463,0,7
75929,20191114,464,120,7
75930,20191115,465,119,1
75931,20191116,466,118,4
75932,20191117,467,117,7
75933,20191118,468,116,2
75934,20191119,469,115,3
75935,20191120,470,114,4
75936,20191121,471,113,6
75937,20191122,472,111,7
75938,20191123,473,110,3
75939,20191124,474,109,10
75940,20191125,475,108,9
75941,20191126,476,108,2
75942,20191127,477,107,8
75943,20191128,478,106,6
75944,20191129,479,105,7
75945,20191130,480,104,3
75946,20191201,481,103,7
75947,20191202,482,102,6
75948,20191203,483,101,6
75949,20191204,484,99,5
75950,20191205,485,98,6
75951,20191206,486,97,9
75952,20191207,487,96,6
75953,20191208,488,96,10
75954,20191209,489,95,5
75955,20191210,490,94,2
75956,20191211,491,93,2
75957,20191212,492,92,4
75958,20191213,493,91,1
75959,20191214,494,90,10
75960,20191215,495,89,6
75961,20191216,496,87,10
75962,20191217,497,86,9
75963,20191218,498,85,8
75964,20191219,499,84,9
75965,20191220,500,84,6
75966,20191221,501,83,4
75967,20191222,502,82,8
75968,20191223,503,81,2
75969,20191224,504,80,1
75970,20191225,505,79,10
75971,20191226,506,78,9
75972,20191227,507,76,4
75973,20191228,508,75,6
75974,20191229,509,74,1
75975,20191230,510,73,6
75976,20191231,511,72,1
75977,20200101,512,72,1
75978,20200102,513,71,1
75979,20200103,514,70,7
75980,20200104,515,69,5
75981,20200105,516,68,9
75982,20200106,517,67,10
75983,20200107,518,66,8
75984,20200108,519,65,2
75985,20200109,520,63,10
75986,20200110,521,62,8
75987,20200111,522,61,10
75988,20200112,523,60,6
75989,20200113,524,60,6
75990,20200114,525,59,9
75991,20200115,526,58,9
75992,20200116,527,57,4
75993,20200117,528,56,8
75994,20200118,529,55,1
75995,20200119,530,54,7
75996,20200120,531,53,1
75997,20200121,532,51,3
75998,20200122,533,50,5
75999,20200123,534,49,5
76000,20200124,535,48,9
76001,20200125,536,48,1
76002,20200126,537,47,2
76003,20200127,538,46,5
76004,20200128,539,45,7
76005,20200129,540,44,10
76006,20200130,541,43,9
76007,20200131,542,42,2
76008,20200201,543,41,3
76009,20200202,544,39,9
76010,20200203,545,38,10
76011,20200204,546,37,10
76012,20200205,547,36,4
76013,20200206,548,36,8
76014,20200207,549,35,9
76015,20200208,550,34,4
76016,20200209,551,33,1
76017,20200210,552,32,2
76018,20200211,553,31,3
76019,20200212,554,30,4
76020,20200213,555,29,4
76021,20200214,556,27,8
76022,20200215,557,26,5
76023,20200216,558,25,2
76024,20200217,559,24,7
76025,20200218,560,24,10
76026,20200219,561,23,2
76027,20200220,562,22,6
76028,20200221,563,21,9
76029,20200222,564,20,3
76030,20200223,565,19,3
76031,20200224,566,18,8
76032,20200225,567,16,6
76033,20200226,568,15,9
76034,20200227,569,14,4
76035,20200228,570,13,10
76036,20200229,571,12,8
76037,20200301,572,12,8
76038,20200302,573,11,4
76039,20200303,574,10,9
76040,20200304,575,9,3
76041,20200305,576,8,3
76042,20200306,577,7,8
76043,20200307,578,6,3
76044,20200308,579,5,3
76045,20200309,580,3,9
76046,20200310,581,2,8
76047,20200311,582,1,6
76048,20200312,583,0,8
76049,20200313,584,0,9
76050,20200314,585,120,4
76051,20200315,586,119,3
76052,20200316,587,118,4
76053,20200317,588,117,6
76054,20200318,589,116,2
76055,20200319,590,115,2
76056,20200320,591,114,5
76057,20200321,592,112,4
76058,20200322,593,111,3
76059,20200323,594,110,6
76060,20200324,595,109,8
76061,20200325,596,109,6
76062,20200326,597,108,10
76063,20200327,598,107,2
76064,20200328,599,106,3
76065,20200329,600,105,8
76066,20200330,601,104,7
76067,20200331,602,103,9
76068,20200401,603,102,9
76069,20200402,604,100,4
76070,20200403,605,99,2
76071,20200404,606,98,3
76072,20200405,607,97,4
76073,20200406,608,97,1
76074,20200407,609,96,7
76075,20200408,610,95,7
76076,20200409,611,94,5
76077,20200410,612,93,3
76078,20200411,613,92,3
76079,20200412,614,91,9
76080,20200413,615,90,8
76081,20200414,616,88,10
76082,20200415,617,87,1
76083,20200416,618,86,6
76084,20200417,619,85,2
76085,20200418,620,85,5
76086,20200419,621,84,4
76087,20200420,622,83,5
76088,20200421,623,82,2
76089,20200422,624,81,1
76090,20200423,625,80,7
76091,20200424,626,79,6
76092,20200425,627,77,8
76093,20200426,628,76,9
76094,20200427,629,75,7
76095,20200428,630,74,8
76096,20200429,631,73,10
76097,20200430,632,73,8
76098,20200501,633,72,4
76099,20200502,634,71,7
76100,20200503,635,70,10
76101,20200504,636,69,9
76102,20200505,637,68,9
76103,20200506,638,67,1
76104,20200507,639,66,10
76105,20200508,640,64,2
76106,20200509,641,63,8
76107,20200510,642,62,6
76108,20200511,643,61,8
76109,20200512,644,61,3
76110,20200513,645,60,6
76111,20200514,1,59,4
76112,20200515,2,58,4
76113,20200516,3,57,6
76114,20200517,4,56,9
76115,20200518,5,55,1
76116,20200519,6,54,5
76117,20200520,7,52,10
76118,20200521,8,51,8
76119,20200522,9,50,10
76120,20200523,10,49,8
76121,20200524,11,49,3
76122,20200525,12,48,6
76123,20200526,13,47,5
76124,20200527,14,46,4
76125,20200528,15,45,10
76126,20200529,16,44,10
76127,20200530,17,43,1
76128,20200531,18,42,5
76129,20200601,19,40,10
76130,20200602,20,39,1
76131,20200603,21,38,2
76132,20200604,22,37,1
76133,20200605,23,37,2
76134,20200606,24,36,3
76135,20200607,25,35,1
76136,20200608,26,34,7
76137,20200609,27,33,2
76138,20200610,28,32,8
76139,20200611,29,31,9
76140,20200612,30,30,2
76141,20200613,31,28,2
76142,20200614,32,27,10
76143,20200615,33,26,3
76144,20200616,34,25,3
76145,20200617,35,25,6
76146,20200618,36,24,9
76147,20200619,37,23,8
76148,20200620,38,22,10
76149,20200621,39,21,8
76150,20200622,40,20,7
76151,20200623,41,19,10
76152,20200624,42,17,3
76153,20200625,43,16,3
76154,20200626,44,15,6
76155,20200627,45,14,6
76156,20200628,46,13,8
76157,20200629,47,13,1
76158,20200630,48,12,4
76159,20200701,49,11,5
76160,20200702,50,10,10
76161,20200703,51,9,7
76162,20200704,52,8,2
76163,20200705,53,7,5
76164,20200706,54,6,10
76165,20200707,55,4,8
76166,20200708,56,3,7
76167,20200709,57,2,9
76168,20200710,58,1,2
76169,20200711,59,1,9
76170,20200712,60,0,5
76171,20200713,61,120,9
76172,20200714,62,119,1
76173,20200715,63,118,7
76174,20200716,64,117,4
76175,20200717,65,116,1
76176,20200718,66,115,8
76177,20200719,67,113,3
76178,20200720,68,112,10
76179,20200721,69,111,7
76180,20200722,70,110,10
76181,20200723,71,110,2
76182,20200724,72,109,2
76183,20200725,73,108,9
76184,20200726,74,107,9
76185,20200727,75,106,2
76186,20200728,76,105,7
76187,20200729,77,104,1
76188,20200730,78,103,3
76189,20200731,79,101,2
76190,20200801,80,100,10
76191,20200802,81,99,5
76192,20200803,82,98,5
76193,20200804,83,98,10
76194,20200805,84,97,9
76195,20200806,85,96,7
76196,20200807,86,95,7
76197,20200808,87,94,5
76198,20200809,88,93,2
76199,20200810,89,92,8
76200,20200811,90,91,7
76201,20200812,91,89,10
76202,20200813,92,88,3
76203,20200814,93,87,8
76204,20200815,94,86,7
76205,20200816,95,86,5
76206,20200817,96,85,4
76207,20200818,97,84,8
76208,20200819,98,83,7
76209,20200820,99,82,6
76210,20200821,100,81,3
76211,20200822,101,80,9
76212,20200823,102,78,7
76213,20200824,103,77,10
76214,20200825,104,76,6
76215,20200826,105,75,10
76216,20200827,106,74,2
76217,20200828,107,74,10
76218,20200829,108,73,9
76219,20200830,109,72,5
76220,20200831,110,71,2
76221,20200901,111,70,9
76222,20200902,112,69,7
76223,20200903,113,68,2
76224,20200904,114,67,7
76225,20200905,115,65,5
76226,20200906,116,64,10
76227,20200907,117,63,3
76228,20200908,118,62,4
76229,20200909,119,62,1
76230,20200910,120,61,4
76231,20200911,121,60,10
76232,20200912,122,59,1
76233,20200913,123,58,4
76234,20200914,124,57,1
76235,20200915,125,56,5
76236,20200916,126,55,7
76237,20200917,127,53,5
76238,20200918,128,52,2
76239,20200919,129,51,4
76240,20200920,130,50,7
76241,20200921,131,50,5
76242,20200922,132,49,2
76243,20200923,133,48,8
76244,20200924,134,47,9
76245,20200925,135,46,5
76246,20200926,136,45,10
76247,20200927,137,44,2
76248,20200928,138,43,4
76249,20200929,139,41,5
76250,20200930,140,40,9
76251,20201001,141,39,10
76252,20201002,142,38,4
76253,20201003,143,38,5
76254,20201004,144,37,5
76255,20201005,145,36,7
76256,20201006,146,35,7
76257,20201007,147,34,4
76258,20201008,148,33,2
76259,20201009,149,32,2
76260,20201010,150,31,8
76261,20201011,151,29,7
76262,20201012,152,28,3
76263,20201013,153,27,5
76264,20201014,154,26,10
76265,20201015,155,26,10
76266,20201016,156,25,10
76267,20201017,157,24,1
76268,20201018,158,23,1
76269,20201019,159,22,4
76270,20201020,160,21,9
76271,20201021,161,20,9
76272,20201022,162,18,3
76273,20201023,163,17,6
76274,20201024,164,16,8
76275,20201025,165,15,10
76276,20201026,166,14,3
76277,20201027,167,14,3
76278,20201028,168,13,2
76279,20201029,169,12,10
76280,20201030,170,11,5
76281,20201031,171,10,5
76282,20201101,172,9,2
76283,20201102,173,8,6
76284,20201103,174,7,8
76285,20201104,175,5,3
76286,20201105,176,4,1
76287,20201106,177,3,1
76288,20201107,178,2,2
76289,20201108,179,2,9
76290,20201109,180,1,7
76291,20201110,181,0,10
76292,20201111,182,120,3
76293,20201112,183,119,10
76294,20201113,184,118,8
76295,20201114,185,117,3
76296,20201115,186,116,2
76297,20201116,187,114,1
76298,20201117,188,113,5
76299,20201118,189,112,2
76300,20201119,190,111,8
76301,20201120,191,111,7
76302,20201121,192,110,7
76303,20201122,193,109,3
76304,20201123,194,108,7
76305,20201124,195,107,6
76306,20201125,196,106,1
76307,20201126,197,105,4
76308,20201127,198,104,4
76309,20201128,199,102,5
76310,20201129,200,101,2
76311,20201130,201,100,2
76312,20201201,202,99,10
76313,20201202,203,99,1
76314,20201203,204,98,5
76315,20201204,205,97,8
76316,20201205,206,96,10
76317,20201206,207,95,10
76318,20201207,208,94,1
76319,20201208,209,93,9
76320,20201209,210,92,3
76321,20201210,211,90,9
76322,20201211,212,89,7
76323,20201212,213,88,8
76324,20201213,214,87,6
76325,20201214,215,87,9
76326,20201215,216,86,7
76327,20201216,217,85,6
76328,20201217,218,84,9
76329,20201218,219,83,6
76330,20201219,220,82,1
76331,20201220,221,81,6
76332,20201221,222,79,3
76333,20201222,223,78,3
76334,20201223,224,77,3
76335,20201224,225,76,6
76336,20201225,226,75,7
76337,20201226,227,75,5
76338,20201227,228,74,6
76339,20201228,229,73,3
76340,20201229,230,72,4
76341,20201230,231,71,8
76342,20201231,232,70,9
76343,20100101,233,69,3
76344,20100102,234,68,10
76345,20100103,235,66,8
76346,20100104,236,65,6
76347,20100105,237,64,8
76348,20100106,238,63,3
76349,20100107,239,63,10
76350,20100108,240,62,3
76351,20100109,241,61,1
76352,20100110,242,60,10
76353,20100111,243,59,10
76354,20100112,244,58,4
76355,20100113,245,57,9
76356,20100114,246,56,7
76357,20100115,247,54,10
76358,20100116,248,53,1
76359,20100117,249,52,7
76360,20100118,250,51,5
76361,20100119,251,51,3
76362,20100120,252,50,2
76363,20100121,253,49,4
76364,20100122,254,48,4
76365,20100123,255,47,8
76366,20100124,256,46,3
76367,20100125,257,45,2
76368,20100126,258,44,8
76369,20100127,259,42,10
76370,20100128,260,41,1
76371,20100129,261,40,8
76372,20100130,262,39,7
76373,20100131,263,39,7
76374,20100201,264,38,9
76375,20100202,265,37,5
76376,20100203,266,36,1
76377,20100204,267,35,3
76378,20100205,268,34,4
76379,20100206,269,33,5
76380,20100207,270,32,7
76381,20100208,271,30,2
76382,20100209,272,29,7
76383,20100210,273,28,1
76384,20100211,274,27,2
76385,20100212,275,27,9
76386,20100213,276,26,9
76387,20100214,277,25,1
76388,20100215,278,24,3
76389,20100216,279,23,5
76390,20100217,280,22,1
76391,20100218,281,21,1
76392,20100219,282,19,7
76393,20100220,283,18,6
76394,20100221,284,17,7
76395,20100222,285,16,2
76396,20100223,286,15,1
76397,20100224,287,15,4
76398,20100225,288,14,3
76399,20100226,289,13,3
76400,20100227,290,12,5
76401,20100228,291,11,10
76402,20100301,292,10,3
76403,20100302,293,9,6
76404,20100303,294,8,1
76405,20100304,295,6,2
76406,20100305,296,5,2
76407,20100306,297,4,4
76408,20100307,298,3,9
76409,20100308,299,3,10
76410,20100309,300,2,2
76411,20100310,301,1,1
76412,20100311,302,0,3
76413,20100312,303,120,5
76414,20100313,304,119,8
76415,20100314,305,118,5
76416,20100315,306,117,3
76417,20100316,307,115,2
76418,20100317,308,114,2
76419,20100318,309,113,2
76420,20100319,310,112,7
76421,20100320,311,112,5
76422,20100321,312,111,2
76423,20100322,313,110,6
76424,20100323,314,109,8
76425,20100324,315,108,3
76426,20100325,316,107,10
76427,20100326,317,106,5
76428,20100327,318,105,10
76429,20100328,319,103,6
76430,20100329,320,102,3
76431,20100330,321,101,9
76432,20100331,322,100,5
76433,20100401,323,100,1
76434,20100402,324,99,10
76435,20100403,325,98,10
76436,20100404,326,97,10
76437,20100405,327,96,2
76438,20100406,328,95,1
76439,20100407,329,94,3
76440,20100408,330,93,10
76441,20100409,331,91,4
76442,20100410,332,90,7
76443,20100411,333,89,8
76444,20100412,334,88,9
76445,20100413,335,88,5
76446,20100414,336,87,4
76447,20100415,337,86,4
76448,20100416,338,85,4
76449,20100417,339,84,1
76450,20100418,340,83,4
76451,20100419,341,82,5
76452,20100420,342,80,5
76453,20100421,343,79,9
76454,20100422,344,78,7
76455,20100423,345,77,2
76456,20100424,346,76,3
76457,20100425,347,76,6
76458,20100426,348,75,5
76459,20100427,349,74,2
76460,20100428,350,73,9
76461,20100429,351,72,1
76462,20100430,352,71,10
76463,20100501,353,70,2
76464,20100502,354,69,9
76465,20100503,355,67,10
76466,20100504,356,66,5
76467,20100505,357,65,9
76468,20100506,358,64,6
76469,20100507,359,64,7
76470,20100508,360,63,4
76471,20100509,361,62,8
76472,20100510,362,61,6
76473,20100511,363,60,10
76474,20100512,364,59,10
76475,20100513,365,58,6
76476,20100514,366,57,8
76477,20100515,367,55,5
76478,20100516,368,54,4
76479,20100517,369,53,6
76480,20100518,370,52,1
76481,20100519,371,52,3
76482,20100520,372,51,5
76483,20100521,373,50,7
76484,20100522,374,49,5
76485,20100523,375,48,6
76486,20100524,376,47,4
76487,20100525,377,46,8
76488,20100526,378,45,5
76489,20100527,379,43,6
76490,20100528,380,42,4
76491,20100529,381,41,3
76492,20100530,382,40,7
76493,20100531,383,40,2
76494,20100601,384,39,7
76495,20100602,385,38,2
76496,20100603,386,37,7
76497,20100604,387,36,2
76498,20100605,388,35,5
76499,20100606,389,34,10
76500,20100607,390,33,4
76501,20100608,391,31,1
76502,20100609,392,30,6
76503,20100610,393,29,2
76504,20100611,394,28,5
76505,20100612,395,28,5
76506,20100613,396,27,9
76507,20100614,397,26,6
76508,20100615,398,25,4
76509,20100616,399,24,9
76510,20100617,400,23,1
76511,20100618,401,22,1
76512,20100619,402,20,3
76513,20100620,403,19,10
76514,20100621,404,18,10
76515,20100622,405,17,8
76516,20100623,406,16,10
76517,20100624,407,16,9
76518,20100625,408,15,1
76519,20100626,409,14,5
76520,20100627,410,13,2
76521,20100628,411,12,6
76522,20100629,412,11,10
76523,20100630,413,10,9
76524,20100701,414,9,1
76525,20100702,415,7,7
76526,20100703,416,6,5
76527,20100704,417,5,1
76528,20100705,418,4,2
76529,20100706,419,4,8
76530,20100707,420,3,7
76531,20100708,421,2,8
76532,20100709,422,1,8
76533,20100710,423,0,1
76534,20100711,424,120,8
76535,20100712,425,119,1
76536,20100713,426,118,10
76537,20100714,427,116,3
76538,20100715,428,115,10
76539,20100716,429,114,5
76540,20100717,430,113,10
76541,20100718,431,113,1
76542,20100719,432,112,4
76543,20100720,433,111,1
76544,20100721,434,110,2
76545,20100722,435,109,1
76546,20100723,436,108,7
76547,20100724,437,107,5
76548,20100725,438,106,1
76549,20100726,439,104,10
76550,20100727,440,103,2
76551,20100728,441,102,7
76552,20100729,442,101,7
76553,20100730,443,101,4
76554,20100731,444,100,3
76555,20100801,445,99,4
76556,20100802,446,98,9
76557,20100803,447,97,6
76558,20100804,448,96,4
76559,20100805,449,95,1
76560,20100806,450,94,9
76561,20100807,451,92,1
76562,20100808,452,91,4
76563,20100809,453,90,2
76564,20100810,454,89,7
76565,20100811,455,89,3
76566,20100812,456,88,10
76567,20100813,457,87,10
76568,20100814,458,86,7
76569,20100815,459,85,7
76570,20100816,460,84,5
76571,20100817,461,83,6
76572,20100818,462,81,1
76573,20100819,463,80,6
76574,20100820,464,79,5
76575,20100821,465,78,6
76576,20100822,466,77,5
76577,20100823,467,77,6
76578,20100824,468,76,3
76579,20100825,469,75,4
76580,20100826,470,74,9
76581,20100827,471,73,4
76582,20100828,472,72,10
76583,20100829,473,71,6
76584,20100830,474,70,1
76585,20100831,475,68,10
76586,20100901,476,67,9
76587,20100902,477,66,10
76588,20100903,478,65,6
76589,20100904,479,65,3
76590,20100905,480,64,6
76591,20100906,481,63,8
76592,20100907,482,62,9
76593,20100908,483,61,9
76594,20100909,484,60,8
76595,20100910,485,59,8
76596,20100911,486,58,3
76597,20100912,487,56,10
76598,20100913,488,55,3
76599,20100914,489,54,3
76600,20100915,490,53,1
76601,20100916,491,53,7
76602,20100917,492,52,9
76603,20100918,493,51,6
76604,20100919,494,50,6
76605,20100920,495,49,9
76606,20100921,496,48,3
76607,20100922,497,47,8
76608,20100923,498,46,6
76609,20100924,499,44,8
76610,20100925,500,43,8
76611,20100926,501,42,10
76612,20100927,502,41,9
76613,20100928,503,41,6
76614,20100929,504,40,8
76615,20100930,505,39,6
76616,20101001,506,38,9
76617,20101002,507,37,1
76618,20101003,508,36,3
76619,20101004,509,35,5
76620,20101005,510,34,4
76621,20101006,511,32,6
76622,20101007,512,31,1
76623,20101008,513,30,5
76624,20101009,514,29,9
76625,20101010,515,29,9
76626,20101011,516,28,4
76627,20101012,517,27,9
76628,20101013,518,26,3
76629,20101014,519,25,3
76630,20101015,520,24,10
76631,20101016,521,23,5
76632,20101017,522,21,1
76633,20101018,523,20,2
76634,20101019,524,19,10
76635,20101020,525,18,5
76636,20101021,526,17,7
76637,20101022,527,17,1
76638,20101023,528,16,3
76639,20101024,529,15,6
76640,20101025,530,14,5
76641,20101026,531,13,6
76642,20101027,532,12,8
76643,20101028,533,11,4
76644,20101029,534,10,9
76645,20101030,535,8,10
76646,20101031,536,7,8
76647,20101101,537,6,6
76648,20101102,538,5,2
76649,20101103,539,5,3
76650,20101104,540,4,7
76651,20101105,541,3,5
76652,20101106,542,2,7
76653,20101107,543,1,7
76654,20101108,544,0,9
76655,20101109,545,120,7
76656,20101110,546,119,10
76657,20101111,547,117,4
76658,20101112,548,116,8
76659,20101113,549,115,5
76660,20101114,550,114,8
76661,20101115,551,114,9
76662,20101116,552,113,2
76663,20101117,553,112,3
76664,20101118,554,111,6
76665,20101119,555,110,7
76666,20101120,556,109,10
76667,20101121,557,108,2
76668,20101122,558,107,4
76669,20101123,559,105,10
76670,20101124,560,104,6
76671,20101125,561,103,7
76672,20101126,562,102,2
76673,20101127,563,102,7
76674,20101128,564,101,4
76675,20101129,565,100,9
76676,20101130,566,99,8
76677,20101201,567,98,3
76678,20101202,568,97,9
76679,20101203,569,96,9
76680,20101204,570,95,3
76681,20101205,571,93,6
76682,20101206,572,92,2
76683,20101207,573,91,8
76684,20101208,574,90,7
76685,20101209,575,90,1
76686,20101210,576,89,10
76687,20101211,577,88,6
76688,20101212,578,87,5
76689,20101213,579,86,6
76690,20101214,580,85,6
76691,20101215,581,84,6
76692,20101216,582,82,1
76693,20101217,583,81,7
76694,20101218,584,80,2
76695,20101219,585,79,9
76696,20101220,586,78,7
76697,20101221,587,78,10
